epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,7.26235,1.13421,0.93061,0.91992,0.02,1,0.03993,0.02098,0.93159,3.1765,0.87995,0.0004218,0.0004218,0.0004218
32,7.4065,0.93191,0.82833,0.82719,0.02,1,0.03847,0.02005,0.92062,3.15043,0.87619,0.000429722,0.000429722,0.000429722
33,7.56188,0.86985,0.78698,0.87756,0.02,1,0.03723,0.022,0.9151,3.11183,0.87082,0.000437248,0.000437248,0.000437248
34,7.72103,0.90293,0.81008,0.86182,0.02,1,0.03678,0.02117,0.93156,3.08124,0.87786,0.000444378,0.000444378,0.000444378
35,7.86477,0.93273,0.80024,0.8193,0.02,1,0.03689,0.01919,1.01072,3.06597,0.89739,0.000451112,0.000451112,0.000451112
36,8.01063,0.93054,0.82093,0.83008,0.02,1,0.03596,0.02147,0.85012,3.03821,0.86676,0.00045745,0.00045745,0.00045745
37,8.16868,0.88503,0.79145,0.82849,0.02,1,0.0355,0.02282,0.80723,3.04177,0.85432,0.000463392,0.000463392,0.000463392
38,8.33695,0.93672,0.80061,0.84685,0.02,1,0.03526,0.02201,0.82588,3.06868,0.85649,0.000468938,0.000468938,0.000468938
39,8.49575,0.86898,0.72938,0.83473,0.02,1,0.03522,0.01991,0.91115,3.08447,0.87447,0.000474088,0.000474088,0.000474088
40,8.75591,0.89535,0.72347,0.83363,0.02,1,0.03451,0.02035,0.89711,3.05353,0.86511,0.000478842,0.000478842,0.000478842
41,8.89586,0.89917,0.76795,0.84797,0.02,1,0.03408,0.02065,0.83781,3.01955,0.85096,0.0004832,0.0004832,0.0004832
42,9.04978,0.81874,0.74458,0.84794,0.02,1,0.03329,0.02345,0.82165,2.98138,0.83825,0.000487162,0.000487162,0.000487162
43,9.18667,0.8957,0.79114,0.87139,0.02,1,0.03236,0.0224,0.82361,2.98522,0.84197,0.000490728,0.000490728,0.000490728
44,9.34594,0.88369,0.7615,0.85797,0.02,1,0.07633,0.05441,0.78475,2.96802,0.83793,0.000493898,0.000493898,0.000493898
45,9.5166,0.79998,0.75954,0.81502,0.02,1,0.12523,0.08575,0.8065,2.92822,0.84422,0.000496672,0.000496672,0.000496672
46,9.68713,0.85551,0.76097,0.86278,0.02,1,0.1564,0.09586,0.77402,2.89377,0.84339,0.00049905,0.00049905,0.00049905
47,9.85282,0.88255,0.7835,0.86345,0.02,1,0.14758,0.09142,0.75695,2.85536,0.84137,0.000501032,0.000501032,0.000501032
48,9.99236,0.88288,0.69142,0.83642,0.02,1,0.14646,0.08986,0.76962,2.83653,0.84223,0.000502618,0.000502618,0.000502618
49,10.1413,0.79173,0.65731,0.82034,0.02,1,0.15411,0.09059,0.78127,2.82154,0.84573,0.000503808,0.000503808,0.000503808
50,10.2907,0.8309,0.67656,0.82674,0.02,1,0.16802,0.10612,0.797,2.8003,0.84679,0.000504602,0.000504602,0.000504602
51,10.4496,0.7759,0.65773,0.86133,0.02,1,0.16802,0.10612,0.797,2.8003,0.84679,0.000505,0.000505,0.000505
52,10.6345,0.87944,0.64726,0.82752,0.02,1,0.27919,0.18392,0.7891,2.73918,0.84242,0.000505002,0.000505002,0.000505002
53,10.8122,0.77061,0.60319,0.79359,0.02,1,0.27919,0.18392,0.7891,2.73918,0.84242,0.000504608,0.000504608,0.000504608
54,10.9684,0.84419,0.68328,0.81303,0.02,1,0.42828,0.29373,0.74709,2.69801,0.82981,0.000503818,0.000503818,0.000503818
55,11.1523,0.78573,0.65061,0.84562,0.02,1,0.42828,0.29373,0.74709,2.69801,0.82981,0.000502632,0.000502632,0.000502632
56,11.3195,0.75835,0.62686,0.79039,0.02,1,0.46756,0.33185,0.71667,2.69055,0.82587,0.00050105,0.00050105,0.00050105
57,11.4991,0.71118,0.67205,0.78843,0.02,1,0.46756,0.33185,0.71667,2.69055,0.82587,0.000499072,0.000499072,0.000499072
58,11.6602,0.74277,0.63705,0.82712,0.02,1,0.35485,0.24087,0.73122,2.70289,0.82875,0.000496698,0.000496698,0.000496698
59,11.7959,0.7684,0.69277,0.82752,0.02,1,0.35485,0.24087,0.73122,2.70289,0.82875,0.000493928,0.000493928,0.000493928
60,12.0574,0.77638,0.61649,0.80964,0.02,1,0.24568,0.15708,0.75029,2.70124,0.83325,0.000490762,0.000490762,0.000490762
61,12.2041,0.74913,0.63068,0.8247,0.02,1,0.24568,0.15708,0.75029,2.70124,0.83325,0.0004872,0.0004872,0.0004872
62,12.3563,0.71858,0.61362,0.82017,0.02,1,0.23266,0.14755,0.79719,2.65765,0.84616,0.000483242,0.000483242,0.000483242
63,12.4949,0.82886,0.67966,0.81082,0.02,1,0.23266,0.14755,0.79719,2.65765,0.84616,0.000478888,0.000478888,0.000478888
64,12.6789,0.7715,0.63442,0.82621,0.02,1,0.48537,0.34206,0.72567,2.55762,0.83403,0.000474138,0.000474138,0.000474138
65,12.8411,0.72739,0.62358,0.81505,0.02,1,0.48537,0.34206,0.72567,2.55762,0.83403,0.000468992,0.000468992,0.000468992
66,13.0076,0.7514,0.69413,0.8247,0.02,1,0.90803,0.70859,0.73093,2.45566,0.8331,0.00046345,0.00046345,0.00046345
67,13.1509,0.78232,0.6642,0.84534,0.02,1,0.90803,0.70859,0.73093,2.45566,0.8331,0.000457512,0.000457512,0.000457512
68,13.3073,0.79489,0.62243,0.82835,0.02,1,0.99263,0.76843,0.84762,2.37279,0.85594,0.000451178,0.000451178,0.000451178
69,13.4729,0.71602,0.59807,0.84544,0.02,1,0.99263,0.76843,0.84762,2.37279,0.85594,0.000444448,0.000444448,0.000444448
70,13.6335,0.77902,0.62283,0.83863,0.02,1,0.96491,0.73905,0.8416,2.33367,0.85405,0.000437322,0.000437322,0.000437322
71,13.786,0.74373,0.60185,0.82015,0.02,1,0.96491,0.73905,0.8416,2.33367,0.85405,0.0004298,0.0004298,0.0004298
72,13.9367,0.75722,0.64811,0.80688,0.02,1,0.92952,0.74249,0.72848,2.32202,0.82987,0.000421882,0.000421882,0.000421882
73,14.0861,0.70155,0.57971,0.8135,0.02,1,0.92952,0.74249,0.72848,2.32202,0.82987,0.000413568,0.000413568,0.000413568
74,14.2382,0.72996,0.56401,0.80497,0.0288,1,0.94594,0.74704,0.73026,2.30474,0.83201,0.000404858,0.000404858,0.000404858
75,14.4044,0.68807,0.56465,0.82594,0.0288,1,0.94594,0.74704,0.73026,2.30474,0.83201,0.000395752,0.000395752,0.000395752
76,14.678,0.75243,0.57234,0.77911,0.02799,1,0.9763,0.72975,0.85125,2.25571,0.84933,0.00038625,0.00038625,0.00038625
77,14.8335,0.7189,0.56899,0.84743,0.02799,1,0.9763,0.72975,0.85125,2.25571,0.84933,0.000376352,0.000376352,0.000376352
78,14.9923,0.6966,0.58844,0.81322,0.80513,1,0.97636,0.7545,0.80775,2.24166,0.84001,0.000366058,0.000366058,0.000366058
79,15.1308,0.68871,0.60385,0.8144,0.80513,1,0.97636,0.7545,0.80775,2.24166,0.84001,0.000355368,0.000355368,0.000355368
80,15.2915,0.69703,0.59469,0.81826,1,0.14884,0.98136,0.77286,0.71323,2.18171,0.82261,0.000344282,0.000344282,0.000344282
81,15.4577,0.69979,0.55219,0.80575,1,0.14884,0.98136,0.77286,0.71323,2.18171,0.82261,0.0003328,0.0003328,0.0003328
82,15.6297,0.76396,0.60075,0.7987,1,0.1298,0.98492,0.78485,0.70786,2.1159,0.82366,0.000320922,0.000320922,0.000320922
83,15.7787,0.66061,0.53923,0.82373,1,0.1298,0.98492,0.78485,0.70786,2.1159,0.82366,0.000308648,0.000308648,0.000308648
84,15.9334,0.75628,0.55964,0.81494,1,0.16761,0.99311,0.80303,0.73604,2.02694,0.82502,0.000295978,0.000295978,0.000295978
85,16.0956,0.63862,0.56155,0.82143,1,0.16761,0.99311,0.80303,0.73604,2.02694,0.82502,0.000282912,0.000282912,0.000282912
86,16.2758,0.75173,0.57422,0.8159,0.98636,1,0.995,0.78757,0.8044,1.97353,0.83721,0.00026945,0.00026945,0.00026945
87,16.4243,0.70532,0.54703,0.82701,0.98636,1,0.995,0.78757,0.8044,1.97353,0.83721,0.000255592,0.000255592,0.000255592
88,16.5859,0.69735,0.57073,0.82802,1,0.9981,0.995,0.7822,0.79464,1.91458,0.83666,0.000241338,0.000241338,0.000241338
89,16.7283,0.68459,0.56798,0.83056,1,0.9981,0.995,0.7822,0.79464,1.91458,0.83666,0.000226688,0.000226688,0.000226688
90,16.8933,0.68384,0.52324,0.81451,1,0.96913,0.995,0.78371,0.7721,1.87627,0.83219,0.000211642,0.000211642,0.000211642
91,18.1182,0.69151,0.62474,0.79007,1,0.96913,0.995,0.78371,0.7721,1.87627,0.83219,0.0001962,0.0001962,0.0001962
92,18.2719,0.64164,0.59501,0.80728,1,0.91458,0.995,0.77621,0.81216,1.87759,0.84229,0.000180362,0.000180362,0.000180362
93,18.5206,0.62036,0.52513,0.80424,1,0.91458,0.995,0.77621,0.81216,1.87759,0.84229,0.000164128,0.000164128,0.000164128
94,18.7121,0.64442,0.53345,0.79772,1,0.85885,0.995,0.75854,0.88331,1.92276,0.85776,0.000147498,0.000147498,0.000147498
95,18.8777,0.72388,0.59478,0.82215,1,0.85885,0.995,0.75854,0.88331,1.92276,0.85776,0.000130472,0.000130472,0.000130472
96,19.0623,0.67401,0.56925,0.81868,1,0.85726,0.995,0.75771,0.89391,1.95073,0.85936,0.00011305,0.00011305,0.00011305
97,19.235,0.64601,0.57371,0.81093,1,0.85726,0.995,0.75771,0.89391,1.95073,0.85936,9.5232e-05,9.5232e-05,9.5232e-05
98,19.4016,0.66555,0.5448,0.81939,1,0.88415,0.995,0.76371,0.86222,1.95789,0.85367,7.7018e-05,7.7018e-05,7.7018e-05
99,19.5801,0.65183,0.54124,0.84216,1,0.88415,0.995,0.76371,0.86222,1.95789,0.85367,5.8408e-05,5.8408e-05,5.8408e-05
100,19.78,0.64295,0.57449,0.80413,1,0.86448,0.995,0.77163,0.84423,1.90806,0.84977,3.9402e-05,3.9402e-05,3.9402e-05
