epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,21.0774,1.04965,1.10425,1.58047,0.00478,0.55556,0.00449,0.00193,1.97856,inf,6.90269,0.000573965,0.000573965,0.000573965
17,22.4398,0.71706,0.70152,1.15347,0.00082,0.22222,0.00067,0.00013,4.54149,inf,251.761,0.000607728,0.000607728,0.000607728
18,23.4941,0.70455,0.64096,1.05886,0,0,0,0,nan,nan,nan,0.000641095,0.000641095,0.000641095
19,24.3748,0.79676,0.91026,1.38809,0,0,0,0,nan,nan,nan,0.000674066,0.000674066,0.000674066
20,25.2647,0.83914,0.57399,1.2595,0,0,0,0,nan,nan,nan,0.000706641,0.000706641,0.000706641
21,26.1716,1.03784,0.79092,1.41067,0,0,0,0,nan,nan,nan,0.00073882,0.00073882,0.00073882
22,27.0807,0.86122,1.02886,1.55226,0,0,0,0,nan,nan,nan,0.000770603,0.000770603,0.000770603
23,27.9752,0.83217,0.6615,1.27734,0.00094,0.11111,0.0005,5e-05,nan,nan,nan,0.00080199,0.00080199,0.00080199
24,28.8641,0.86028,0.83756,1.40046,0,0,0,0,nan,nan,nan,0.000832981,0.000832981,0.000832981
25,29.7109,0.84069,0.72805,1.36998,0,0,0,0,nan,nan,nan,0.000863576,0.000863576,0.000863576
26,30.5807,0.72756,0.7192,1.25725,0,0,0,0,nan,nan,nan,0.000893775,0.000893775,0.000893775
27,31.4287,0.64881,0.63905,1.16366,0,0,0,0,nan,nan,nan,0.000923578,0.000923578,0.000923578
28,32.2792,0.71261,0.65114,1.1037,0,0,0,0,nan,nan,nan,0.000952985,0.000952985,0.000952985
29,33.0921,0.73453,0.71041,1.23249,0,0,0,0,nan,nan,nan,0.000981996,0.000981996,0.000981996
30,33.9953,0.64638,0.59713,1.0497,0,0,0,0,0,inf,0,0.00101061,0.00101061,0.00101061
31,34.8315,0.96798,0.79707,1.64397,0,0,0,0,0,inf,0,0.00103883,0.00103883,0.00103883
32,35.7045,0.63836,0.52957,1.24327,0,0,0,0,0,inf,0,0.00106665,0.00106665,0.00106665
33,36.5457,0.59956,0.47136,1.15916,0.00434,0.33333,0.00279,0.00127,0,inf,0,0.00109408,0.00109408,0.00109408
34,37.3977,0.7839,0.56098,1.19936,0.00577,0.44444,0.00555,0.00127,0,30160,0,0.00112111,0.00112111,0.00112111
35,38.2272,0.80801,0.45776,1.13294,0.00917,0.55556,0.00687,0.00172,3.76574,2959.62,92.3889,0.00114775,0.00114775,0.00114775
36,39.0543,1.04406,0.70482,1.63604,0.0087,0.44444,0.00647,0.00212,3.74551,1795.46,115.655,0.00117399,0.00117399,0.00117399
37,39.9181,0.80056,0.65166,1.48735,0,0,0,0,4.28029,2266.94,122.012,0.00119983,0.00119983,0.00119983
38,40.7637,0.78594,0.59368,1.25112,0,0,0,0,3.91343,17984,110.538,0.00122528,0.00122528,0.00122528
39,41.6205,0.873,0.57665,1.49546,0,0,0,0,2.3494,7116,78.4564,0.00125033,0.00125033,0.00125033
40,42.5097,0.65538,0.50052,1.27742,0,0,0,0,4.51161,2796.9,374.357,0.00127498,0.00127498,0.00127498
41,43.4519,0.63501,0.93819,1.19093,0.00763,0.22222,0.0043,0.00081,4.25332,486.413,580.383,0.00129924,0.00129924,0.00129924
42,44.3112,0.79471,0.53892,1.1715,0,0,0,0,0,1227,0,0.0013231,0.0013231,0.0013231
43,45.1827,0.81816,0.61679,1.29656,0,0,0,0,0,7428,0,0.00134657,0.00134657,0.00134657
44,46.0398,0.90244,0.60673,1.2893,0,0,0,0,0,5756,0,0.00136964,0.00136964,0.00136964
45,46.8721,0.55278,0.42708,1.02111,0,0,0,0,0,4356,0,0.00139232,0.00139232,0.00139232
46,47.7469,0.77176,0.51396,1.31824,0,0,0,0,0,2116,0,0.0014146,0.0014146,0.0014146
47,48.5997,0.6608,0.43748,1.16748,0,0,0,0,0,795,0,0.00143648,0.00143648,0.00143648
48,49.4673,0.68027,0.41306,1.03514,0.00471,0.44444,0.00343,0.0005,3.12922,8.94438,54.4928,0.00145797,0.00145797,0.00145797
49,50.3175,0.75042,0.6594,1.2337,0,0,0,0,3.08589,8.12115,28.7487,0.00147906,0.00147906,0.00147906
50,51.1849,0.66647,0.5158,1.15998,0,0,0,0,3.74403,14.024,24.9314,0.00149975,0.00149975,0.00149975
51,52.027,0.57458,0.42724,1.1788,0,0,0,0,6.24346,231.986,20.8424,0.001505,0.001505,0.001505
52,52.8602,0.75825,0.45129,1.158,0,0,0,0,0.90213,4062,1.75054,0.0014951,0.0014951,0.0014951
53,53.6999,0.74561,0.47848,1.15866,0,0,0,0,5.71428,240.375,16.0162,0.0014852,0.0014852,0.0014852
54,54.5434,0.62744,0.47787,1.12997,0,0,0,0,6.13707,7.81537,13.2298,0.0014753,0.0014753,0.0014753
55,55.3881,0.85633,0.53301,1.27144,0.76486,0.77778,0.86308,0.33975,1.85425,1.91193,2.53467,0.0014654,0.0014654,0.0014654
56,56.2526,0.63671,0.42335,1.16737,0.8201,0.77778,0.86875,0.51737,1.38914,1.6522,2.28183,0.0014555,0.0014555,0.0014555
57,57.1531,0.67667,0.56034,1.12225,1,0.97374,0.995,0.74343,0.9028,1.07642,1.74821,0.0014456,0.0014456,0.0014456
58,58.0099,0.75386,0.49788,1.40194,0.98051,1,0.995,0.84349,0.65056,1.19789,1.41274,0.0014357,0.0014357,0.0014357
59,58.8644,0.81296,0.52702,1.41753,0.77365,1,0.95056,0.83721,0.61614,1.36029,1.43869,0.0014258,0.0014258,0.0014258
60,59.7121,0.85789,0.44725,1.29713,0.0842,0.33333,0.08241,0.01061,3.35088,36.1943,3.4749,0.0014159,0.0014159,0.0014159
61,60.55,0.54365,0.51973,1.21083,0.08103,0.55556,0.11368,0.0474,1.94415,61.6848,2.29961,0.001406,0.001406,0.001406
62,61.4205,0.70052,0.50579,1.21678,0.57571,1,0.87143,0.76803,0.52726,4.32803,1.21247,0.0013961,0.0013961,0.0013961
63,62.2561,0.56594,0.41989,1.10718,0.93623,1,0.995,0.89768,0.47854,1.50562,1.29408,0.0013862,0.0013862,0.0013862
64,63.2988,0.66467,0.40393,1.17855,0.91925,1,0.995,0.92007,0.47092,1.45644,1.30947,0.0013763,0.0013763,0.0013763
65,64.9627,0.64514,0.43932,1.11795,0.9712,1,0.995,0.90156,0.46292,2.01805,1.28889,0.0013664,0.0013664,0.0013664
66,66.0117,0.65678,0.41276,1.13315,0.91267,1,0.995,0.87093,0.46268,3.12635,1.22165,0.0013565,0.0013565,0.0013565
67,66.8645,0.54527,0.45993,1.03443,1,1,0.995,0.8985,0.49975,4.05671,1.3941,0.0013466,0.0013466,0.0013466
68,67.7062,0.67386,0.50931,1.3065,0.94953,1,0.995,0.87,0.54307,3.16399,1.34142,0.0013367,0.0013367,0.0013367
69,68.5805,0.67997,0.49791,1.13753,0.01296,0.55556,0.02103,0.01723,0.89798,52.685,1.67064,0.0013268,0.0013268,0.0013268
70,69.4978,0.6531,0.42152,1.12344,0.00227,0.44444,0.00145,0.00102,2.10126,455.657,3.19921,0.0013169,0.0013169,0.0013169
71,70.3773,0.89626,0.63013,1.2599,0.00075,0.22222,0.00046,0.0002,3.67695,inf,7.58269,0.001307,0.001307,0.001307
72,71.2269,0.88178,0.56807,1.49632,0,0,0,0,4.08731,inf,14.6552,0.0012971,0.0012971,0.0012971
73,72.112,0.6271,0.38882,1.16176,0,0,0,0,3.93271,inf,10.3182,0.0012872,0.0012872,0.0012872
74,72.9868,0.55291,0.38936,1.09217,0.00045,0.11111,0.00022,0.0002,3.87737,824.67,8.064,0.0012773,0.0012773,0.0012773
75,73.878,0.51514,0.38383,0.99509,0.00046,0.11111,0.00022,0.0002,3.39908,715.721,5.49395,0.0012674,0.0012674,0.0012674
76,74.7455,0.61673,0.51913,1.2462,0.00165,0.44444,0.00116,0.00046,2.97946,540.255,4.40954,0.0012575,0.0012575,0.0012575
77,75.5919,0.66816,0.38373,1.07011,0.00973,1,0.00994,0.00687,0.79806,118.608,1.74917,0.0012476,0.0012476,0.0012476
78,76.4709,0.83141,0.6643,1.37481,0.06457,0.88889,0.0981,0.09291,0.62288,17.017,1.46318,0.0012377,0.0012377,0.0012377
79,77.3254,0.63777,0.44163,1.06274,0.95779,1,0.995,0.61506,1.2831,3.0905,2.10527,0.0012278,0.0012278,0.0012278
80,78.1547,0.78531,0.48307,1.53567,0.89283,0.92825,0.984,0.4775,1.9009,3.55292,2.89793,0.0012179,0.0012179,0.0012179
81,79.0737,0.62384,0.45636,1.13,0.79254,0.55556,0.63047,0.29463,2.17043,3.79305,3.27377,0.001208,0.001208,0.001208
82,79.9561,0.60995,0.40111,1.00472,0.33105,0.55556,0.31519,0.1457,2.43899,4.04628,4.0411,0.0011981,0.0011981,0.0011981
83,80.8033,0.56495,0.40443,1.10948,0.01905,0.22222,0.01669,0.0133,2.69809,6.92395,4.2944,0.0011882,0.0011882,0.0011882
84,81.6249,0.69701,0.62229,1.1176,0.95135,0.66667,0.75666,0.69098,0.57086,1.48919,1.20961,0.0011783,0.0011783,0.0011783
85,82.4981,0.68197,0.41561,1.1845,0.92977,1,0.995,0.90362,0.51446,1.29721,1.21364,0.0011684,0.0011684,0.0011684
86,83.4392,0.56526,0.44377,1.17642,0.93913,1,0.995,0.89774,0.50015,1.20664,1.16388,0.0011585,0.0011585,0.0011585
87,84.3139,0.55264,0.33445,1.01939,0.95311,1,0.995,0.87332,0.53504,0.91203,1.20489,0.0011486,0.0011486,0.0011486
88,85.194,0.63386,0.52345,1.1895,0.96981,1,0.995,0.9056,0.50072,0.74693,1.24693,0.0011387,0.0011387,0.0011387
89,86.1085,0.55056,0.3716,1.14972,0.98623,1,0.995,0.9244,0.52075,0.56648,1.29333,0.0011288,0.0011288,0.0011288
90,87.1294,0.69471,0.37624,1.08726,0.99045,1,0.995,0.91731,0.52084,0.68724,1.28402,0.0011189,0.0011189,0.0011189
91,88.0085,0.5916,0.38443,1.06936,0.98974,1,0.995,0.90053,0.57222,0.75616,1.28842,0.001109,0.001109,0.001109
92,88.8702,0.57825,0.40188,1.13504,0.98091,0.77778,0.78035,0.70981,0.69633,1.08385,1.34958,0.0010991,0.0010991,0.0010991
93,89.7933,0.64237,0.38983,1.10562,0.96124,0.77778,0.77871,0.6855,0.92646,1.21353,1.71128,0.0010892,0.0010892,0.0010892
94,90.7584,0.64667,0.38078,1.25077,1,0.76576,0.85132,0.70004,0.94523,1.21086,1.73967,0.0010793,0.0010793,0.0010793
95,91.6618,0.60525,0.4178,1.00074,0.12644,0.53124,0.22359,0.19109,1.11751,7.16715,1.77538,0.0010694,0.0010694,0.0010694
96,92.5017,0.55868,0.34319,1.03018,0.06012,0.82474,0.05991,0.02765,1.70107,25.8598,2.28456,0.0010595,0.0010595,0.0010595
97,93.3935,0.69195,0.4452,1.13927,0.06243,0.66667,0.07253,0.02394,1.60506,40.4714,2.19292,0.0010496,0.0010496,0.0010496
98,94.2403,0.52397,0.3345,0.96009,0.03376,0.33333,0.0244,0.00865,1.65196,33.7069,2.03274,0.0010397,0.0010397,0.0010397
99,95.0785,0.58979,0.39709,1.08217,0.04797,0.77778,0.05335,0.02604,1.14061,15.7391,1.68202,0.0010298,0.0010298,0.0010298
100,95.9299,0.61844,0.39951,1.14095,0.18944,0.22222,0.291,0.25223,1.00025,7.02108,1.52557,0.0010199,0.0010199,0.0010199
101,96.8037,0.39128,0.26231,0.97112,0.43473,0.60027,0.5278,0.4563,0.74721,3.16632,1.30414,0.00101,0.00101,0.00101
102,97.689,0.54385,0.40834,1.07668,0.31409,0.71363,0.38615,0.3301,0.65959,3.28777,1.19115,0.0010001,0.0010001,0.0010001
103,98.5438,0.63017,0.35888,1.13617,0.34184,0.69359,0.39525,0.34187,0.53684,2.94308,1.0922,0.0009902,0.0009902,0.0009902
104,99.4357,0.58406,0.36209,1.09224,0.56725,1,0.61062,0.55795,0.43684,1.00021,1.04368,0.0009803,0.0009803,0.0009803
105,100.293,0.78863,0.44333,1.26907,0.8779,1,0.8955,0.81903,0.4355,0.58986,1.05931,0.0009704,0.0009704,0.0009704
106,101.187,0.58631,0.43681,1.10899,0.94294,1,0.995,0.91165,0.48944,0.45382,1.12183,0.0009605,0.0009605,0.0009605
107,102.058,0.6047,0.3606,1.02426,0.99043,1,0.995,0.88259,0.5462,0.36367,1.19256,0.0009506,0.0009506,0.0009506
108,104.228,0.56612,0.33237,1.04779,0.99361,1,0.995,0.88356,0.57169,0.33947,1.21079,0.0009407,0.0009407,0.0009407
109,105.124,0.55066,0.38665,1.09472,0.99405,1,0.995,0.89702,0.54848,0.3197,1.17802,0.0009308,0.0009308,0.0009308
110,106.002,0.79017,0.49808,1.1956,0.99396,1,0.995,0.91492,0.49052,0.27791,1.13425,0.0009209,0.0009209,0.0009209
111,106.93,0.67277,0.38254,1.02588,0.99424,1,0.995,0.89195,0.52716,0.28882,1.16858,0.000911,0.000911,0.000911
112,108.376,0.59044,0.37544,1.11129,0.99436,1,0.995,0.89926,0.54848,0.29534,1.21806,0.0009011,0.0009011,0.0009011
113,109.831,0.66091,0.39987,1.05176,0.99462,1,0.995,0.90968,0.50044,0.30436,1.15496,0.0008912,0.0008912,0.0008912
114,111.279,0.55992,0.40086,1.08459,0.99466,1,0.995,0.93088,0.46252,0.31289,1.09813,0.0008813,0.0008813,0.0008813
115,112.273,0.65229,0.46549,1.14523,0.99436,1,0.995,0.95289,0.47085,0.29531,1.1185,0.0008714,0.0008714,0.0008714
116,113.258,0.60195,0.39361,1.05577,0.99393,1,0.995,0.89888,0.50606,0.28106,1.1678,0.0008615,0.0008615,0.0008615
117,114.099,0.658,0.36601,1.17936,0.99229,1,0.995,0.89126,0.50088,0.29361,1.15019,0.0008516,0.0008516,0.0008516
118,114.987,0.78559,0.40377,1.1909,0.99326,1,0.995,0.94451,0.41881,0.26824,1.05829,0.0008417,0.0008417,0.0008417
119,115.835,0.62805,0.39024,1.09117,0.9935,1,0.995,0.94828,0.42223,0.25372,1.04657,0.0008318,0.0008318,0.0008318
120,116.696,0.51207,0.41562,1.05967,0.99178,1,0.995,0.93225,0.42179,0.27582,1.03372,0.0008219,0.0008219,0.0008219
121,117.557,0.57516,0.36743,1.01874,0.99251,1,0.995,0.9194,0.43889,0.25995,1.03927,0.000812,0.000812,0.000812
122,118.414,0.52081,0.27293,0.97325,0.99216,1,0.995,0.91929,0.43164,0.27249,1.04145,0.0008021,0.0008021,0.0008021
123,119.327,0.64128,0.3345,1.08152,0.99296,1,0.995,0.94645,0.41866,0.25257,1.0442,0.0007922,0.0007922,0.0007922
124,120.189,0.55712,0.41119,1.05804,0.9921,1,0.995,0.91828,0.45126,0.2948,1.06523,0.0007823,0.0007823,0.0007823
125,121.026,0.41358,0.31252,0.98591,0.99306,1,0.995,0.89337,0.53923,0.31393,1.12208,0.0007724,0.0007724,0.0007724
126,121.914,0.58618,0.38327,1.00327,0.99006,1,0.995,0.83636,0.65718,0.41077,1.19319,0.0007625,0.0007625,0.0007625
127,122.842,0.60497,0.365,1.01091,0.98498,1,0.995,0.86727,0.60624,0.47456,1.15024,0.0007526,0.0007526,0.0007526
128,123.693,0.57673,0.34908,1.09189,0.95449,1,0.995,0.92363,0.51383,0.81024,1.15741,0.0007427,0.0007427,0.0007427
129,124.559,0.5923,0.37192,1.13904,0.8549,1,0.929,0.85239,0.48701,0.81995,1.11596,0.0007328,0.0007328,0.0007328
130,125.458,0.50533,0.33706,1.01183,0.96984,1,0.995,0.92418,0.52003,0.42104,1.08678,0.0007229,0.0007229,0.0007229
131,126.36,0.5101,0.3002,1.06303,0.98316,1,0.995,0.89995,0.52129,0.33541,1.09595,0.000713,0.000713,0.000713
132,127.212,0.58509,0.3432,1.06855,0.98872,1,0.995,0.90014,0.51607,0.30087,1.10153,0.0007031,0.0007031,0.0007031
133,128.083,0.44974,0.28305,0.97973,0.99043,1,0.995,0.90029,0.51176,0.29132,1.099,0.0006932,0.0006932,0.0006932
134,128.972,0.65608,0.55169,1.18501,0.99237,1,0.995,0.9114,0.49716,0.27641,1.09932,0.0006833,0.0006833,0.0006833
135,129.905,0.43949,0.28597,0.97975,0.99362,1,0.995,0.9119,0.48468,0.2644,1.08805,0.0006734,0.0006734,0.0006734
136,130.849,0.50508,0.32021,1.05867,0.99414,1,0.995,0.89139,0.51326,0.27432,1.1052,0.0006635,0.0006635,0.0006635
137,131.737,0.57911,0.32461,1.10428,0.99432,1,0.995,0.87909,0.55311,0.27909,1.13359,0.0006536,0.0006536,0.0006536
138,132.61,0.56965,0.30788,1.10114,0.99442,1,0.995,0.90756,0.5516,0.27064,1.13216,0.0006437,0.0006437,0.0006437
139,133.534,0.49529,0.31815,0.96566,1,1,0.995,0.91158,0.51887,0.27745,1.11405,0.0006338,0.0006338,0.0006338
140,134.418,0.47263,0.29776,0.94966,1,1,0.995,0.91308,0.49376,0.28557,1.09505,0.0006239,0.0006239,0.0006239
141,135.359,0.46318,0.29323,0.99725,0.9945,1,0.995,0.91857,0.46907,0.26909,1.08178,0.000614,0.000614,0.000614
142,136.208,0.49771,0.29689,0.96525,0.99452,1,0.995,0.91801,0.46492,0.26157,1.08103,0.0006041,0.0006041,0.0006041
143,137.08,0.50453,0.36159,1.03938,1,1,0.995,0.90183,0.48571,0.273,1.08743,0.0005942,0.0005942,0.0005942
144,137.977,0.47021,0.28308,1.00771,1,1,0.995,0.91308,0.54159,0.31608,1.11259,0.0005843,0.0005843,0.0005843
145,138.862,0.53989,0.33428,1.13213,0.99434,1,0.995,0.90182,0.60105,0.34171,1.15811,0.0005744,0.0005744,0.0005744
146,139.737,0.46576,0.31122,1.00803,0.9943,1,0.995,0.90118,0.57745,0.33993,1.14789,0.0005645,0.0005645,0.0005645
147,140.646,0.58712,0.36119,1.19375,0.99431,1,0.995,0.91839,0.51852,0.30569,1.10566,0.0005546,0.0005546,0.0005546
148,141.574,0.50849,0.30872,0.98813,0.99428,1,0.995,0.91072,0.4627,0.27075,1.06657,0.0005447,0.0005447,0.0005447
149,142.458,0.4902,0.27386,0.98097,0.9943,1,0.995,0.92884,0.43027,0.26707,1.04396,0.0005348,0.0005348,0.0005348
150,143.338,0.44273,0.28712,0.99202,0.9943,1,0.995,0.94885,0.42439,0.28163,1.04139,0.0005249,0.0005249,0.0005249
151,144.22,0.51488,0.3442,1.12427,0.99429,1,0.995,0.92915,0.4255,0.2745,1.04198,0.000515,0.000515,0.000515
152,145.116,0.61016,0.37452,1.1789,0.99422,1,0.995,0.92934,0.43522,0.27606,1.04943,0.0005051,0.0005051,0.0005051
153,146.006,0.46663,0.31906,1.0622,0.99426,1,0.995,0.91345,0.44945,0.25994,1.0626,0.0004952,0.0004952,0.0004952
154,146.893,0.42519,0.27103,1.04551,0.99448,1,0.995,0.93786,0.43377,0.24375,1.05712,0.0004853,0.0004853,0.0004853
155,147.773,0.59463,0.35398,0.96568,0.99451,1,0.995,0.93548,0.42578,0.23748,1.04834,0.0004754,0.0004754,0.0004754
156,148.649,0.44067,0.30352,1.01993,0.99433,1,0.995,0.92266,0.43397,0.22402,1.0419,0.0004655,0.0004655,0.0004655
157,149.523,0.58716,0.31979,1.11547,0.99369,1,0.995,0.92197,0.43319,0.22065,1.04073,0.0004556,0.0004556,0.0004556
158,150.381,0.51365,0.28536,1.09193,0.99299,1,0.995,0.93143,0.42043,0.2224,1.03812,0.0004457,0.0004457,0.0004457
159,151.265,0.43636,0.28403,1.04324,0.99378,1,0.995,0.93855,0.41467,0.23429,1.03686,0.0004358,0.0004358,0.0004358
160,152.139,0.6094,0.32977,1.08842,0.99441,1,0.995,0.93099,0.41719,0.21894,1.03378,0.0004259,0.0004259,0.0004259
161,153.015,0.38795,0.24774,0.99979,0.99441,1,0.995,0.92074,0.41696,0.22206,1.03055,0.000416,0.000416,0.000416
162,153.901,0.57784,0.33399,1.03778,0.99452,1,0.995,0.93418,0.40974,0.20986,1.02799,0.0004061,0.0004061,0.0004061
163,154.783,0.50033,0.30586,0.99281,0.99466,1,0.995,0.94217,0.41247,0.21438,1.02886,0.0003962,0.0003962,0.0003962
164,155.661,0.53589,0.29386,1.05425,0.99457,1,0.995,0.94901,0.41956,0.22021,1.03869,0.0003863,0.0003863,0.0003863
165,156.542,0.51996,0.27422,1.01162,0.99446,1,0.995,0.95651,0.42747,0.22147,1.04923,0.0003764,0.0003764,0.0003764
166,157.552,0.49135,0.3477,1.02449,0.99444,1,0.995,0.95575,0.43657,0.22153,1.05684,0.0003665,0.0003665,0.0003665
167,158.437,0.52941,0.28492,0.9346,0.99455,1,0.995,0.9302,0.43995,0.21887,1.05786,0.0003566,0.0003566,0.0003566
168,159.312,0.49704,0.27419,0.98326,0.99451,1,0.995,0.92628,0.4387,0.22046,1.05475,0.0003467,0.0003467,0.0003467
169,160.192,0.51777,0.31396,0.95034,0.99451,1,0.995,0.92567,0.41788,0.21932,1.04016,0.0003368,0.0003368,0.0003368
170,161.086,0.48815,0.24923,0.91248,0.9945,1,0.995,0.93429,0.39817,0.21852,1.02577,0.0003269,0.0003269,0.0003269
171,161.968,0.55252,0.31089,1.08678,0.99448,1,0.995,0.9349,0.396,0.2189,1.02365,0.000317,0.000317,0.000317
172,162.841,0.38145,0.25075,0.93375,0.99442,1,0.995,0.93747,0.40058,0.21098,1.032,0.0003071,0.0003071,0.0003071
173,163.725,0.36496,0.27142,1.01685,0.99444,1,0.995,0.93747,0.40364,0.20929,1.03805,0.0002972,0.0002972,0.0002972
174,164.674,0.42701,0.29305,0.99807,0.99443,1,0.995,0.93747,0.39283,0.19581,1.03698,0.0002873,0.0002873,0.0002873
175,166.151,0.42776,0.25542,0.99828,0.99437,1,0.995,0.93747,0.39027,0.18997,1.03587,0.0002774,0.0002774,0.0002774
176,167.625,0.37508,0.22521,0.90084,0.99445,1,0.995,0.93818,0.39954,0.19228,1.04364,0.0002675,0.0002675,0.0002675
177,169.114,0.31896,0.29224,0.94978,0.99441,1,0.995,0.95586,0.40858,0.19762,1.05126,0.0002576,0.0002576,0.0002576
178,170.518,0.56224,0.32191,1.18505,0.99445,1,0.995,0.95743,0.41833,0.20034,1.06098,0.0002477,0.0002477,0.0002477
179,171.526,0.4261,0.2973,1.03284,0.99452,1,0.995,0.94993,0.43037,0.21048,1.07425,0.0002378,0.0002378,0.0002378
180,172.411,0.38707,0.22099,1.01453,0.99449,1,0.995,0.93747,0.4487,0.22033,1.09582,0.0002279,0.0002279,0.0002279
181,173.288,0.44757,0.2721,1.04903,0.99458,1,0.995,0.92637,0.4587,0.21402,1.11144,0.000218,0.000218,0.000218
182,174.161,0.50775,0.27269,0.98233,0.9946,1,0.995,0.91801,0.45956,0.22008,1.11468,0.0002081,0.0002081,0.0002081
183,175.052,0.48226,0.26575,1.01874,0.99455,1,0.995,0.92637,0.44453,0.2164,1.0982,0.0001982,0.0001982,0.0001982
184,175.899,0.47976,0.26238,1.00955,0.99445,1,0.995,0.93747,0.42056,0.20803,1.07377,0.0001883,0.0001883,0.0001883
185,176.781,0.46862,0.27242,0.9863,0.99445,1,0.995,0.93747,0.39952,0.19825,1.05434,0.0001784,0.0001784,0.0001784
186,177.652,0.42716,0.27098,1.01071,0.99451,1,0.995,0.93747,0.38471,0.18937,1.04356,0.0001685,0.0001685,0.0001685
187,178.532,0.41271,0.28205,1.02034,0.99447,1,0.995,0.93747,0.37771,0.18458,1.04022,0.0001586,0.0001586,0.0001586
188,179.472,0.44927,0.24914,1.06683,0.99452,1,0.995,0.93747,0.37829,0.18045,1.04176,0.0001487,0.0001487,0.0001487
189,180.362,0.50939,0.25931,0.96858,0.99443,1,0.995,0.92884,0.38057,0.18764,1.04456,0.0001388,0.0001388,0.0001388
190,181.23,0.52108,0.27684,0.99397,0.99448,1,0.995,0.94993,0.38841,0.18517,1.05045,0.0001289,0.0001289,0.0001289
191,183.715,0.33781,0.1976,0.92254,0.99444,1,0.995,0.93747,0.39393,0.18256,1.05417,0.000119,0.000119,0.000119
192,185.326,0.38602,0.3017,1.05294,1,1,0.995,0.93871,0.39842,0.1844,1.0547,0.0001091,0.0001091,0.0001091
193,186.651,0.3378,0.20544,0.94565,1,1,0.995,0.93871,0.40244,0.18646,1.05523,9.92e-05,9.92e-05,9.92e-05
194,187.563,0.37232,0.20408,0.7629,1,1,0.995,0.93871,0.40583,0.19192,1.0544,8.93e-05,8.93e-05,8.93e-05
195,188.538,0.3441,0.22777,1.03391,0.99453,1,0.995,0.93747,0.40635,0.19446,1.05281,7.94e-05,7.94e-05,7.94e-05
196,189.972,0.27823,0.20289,0.81223,0.99456,1,0.995,0.93747,0.41208,0.19445,1.05367,6.95e-05,6.95e-05,6.95e-05
197,190.855,0.33383,0.24049,1.04497,1,1,0.995,0.93871,0.41218,0.19514,1.0529,5.96e-05,5.96e-05,5.96e-05
198,191.707,0.25351,0.1873,0.91008,1,1,0.995,0.92885,0.41398,0.19825,1.05281,4.97e-05,4.97e-05,4.97e-05
199,192.652,0.27501,0.18159,0.93085,1,1,0.995,0.93871,0.41368,0.19511,1.05234,3.98e-05,3.98e-05,3.98e-05
200,194.104,0.41159,0.19833,0.99588,1,1,0.995,0.93871,0.41259,0.19205,1.05034,2.99e-05,2.99e-05,2.99e-05
