epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,35.7048,0.83532,0.39771,0.94972,0.99666,0.6,0.68633,0.511,0.98377,1.06407,0.99581,0.001802,0.001802,0.001802
22,37.2308,0.81977,0.39623,0.94238,0.99158,0.6,0.60031,0.4657,1.13865,2.12354,1.0662,0.0017921,0.0017921,0.0017921
23,38.7089,0.77685,0.39902,0.93736,0.98672,0.61931,0.78683,0.61983,0.83571,1.15854,0.92939,0.0017822,0.0017822,0.0017822
24,40.2496,0.78514,0.38173,0.94299,0.99933,1,0.995,0.77745,0.8095,0.52979,0.91632,0.0017723,0.0017723,0.0017723
25,41.737,0.7659,0.37367,0.92755,0.99471,0.97083,0.99418,0.77421,0.84844,0.4308,0.91134,0.0017624,0.0017624,0.0017624
26,43.2534,0.78445,0.37335,0.93973,0.99951,1,0.995,0.76537,0.83859,0.56822,0.93905,0.0017525,0.0017525,0.0017525
27,44.7291,0.75417,0.35611,0.92665,0.99906,1,0.995,0.7695,0.80936,0.44792,0.92578,0.0017426,0.0017426,0.0017426
28,46.267,0.79303,0.3742,0.93104,0.99682,1,0.995,0.73398,0.86945,1.6147,0.93462,0.0017327,0.0017327,0.0017327
29,47.7431,0.78977,0.37155,0.93509,0.99768,1,0.995,0.74328,0.85004,0.509,0.94417,0.0017228,0.0017228,0.0017228
30,49.2847,0.76109,0.36379,0.90696,0.99032,0.8529,0.93315,0.67151,0.90586,0.68028,0.94905,0.0017129,0.0017129,0.0017129
31,50.7751,0.7627,0.34674,0.9276,0.98279,0.34583,0.35685,0.25816,2.17741,4.04754,2.1724,0.001703,0.001703,0.001703
32,52.3442,0.75538,0.3495,0.91804,0.01316,0.4,0.00785,0.00606,1.25895,inf,1.42488,0.0016931,0.0016931,0.0016931
33,53.8516,0.75995,0.35897,0.928,0.01316,0.4,0.00764,0.00563,1.33341,inf,1.70566,0.0016832,0.0016832,0.0016832
34,55.4012,0.7505,0.34957,0.91854,0.71246,0.43362,0.50912,0.23564,1.62083,9.37752,1.39606,0.0016733,0.0016733,0.0016733
35,56.8983,0.74814,0.35188,0.92259,0.83032,0.41667,0.54354,0.30959,1.52109,4.7739,1.23252,0.0016634,0.0016634,0.0016634
36,58.441,0.74549,0.35706,0.91915,0.98763,0.99825,0.99492,0.76643,0.82034,1.42085,0.90819,0.0016535,0.0016535,0.0016535
37,59.9127,0.77031,0.34696,0.92242,0.99953,1,0.995,0.76856,0.83965,0.37675,0.9028,0.0016436,0.0016436,0.0016436
38,61.4266,0.7449,0.3494,0.92598,0.99723,0.99583,0.995,0.76914,0.9016,0.35982,0.9375,0.0016337,0.0016337,0.0016337
39,62.8917,0.74715,0.33672,0.91466,0.99952,1,0.995,0.74825,0.85799,0.35887,0.91918,0.0016238,0.0016238,0.0016238
40,64.4175,0.75577,0.34049,0.91373,0.99907,1,0.995,0.77385,0.81083,0.33785,0.90762,0.0016139,0.0016139,0.0016139
41,65.8985,0.73685,0.34484,0.91679,0.9996,1,0.995,0.78417,0.78957,0.32192,0.89723,0.001604,0.001604,0.001604
42,67.5028,0.73579,0.3375,0.90405,0.99946,1,0.995,0.7639,0.8375,0.34803,0.92685,0.0015941,0.0015941,0.0015941
43,68.9682,0.73688,0.3464,0.92222,0.99439,1,0.995,0.79235,0.75345,0.3472,0.88249,0.0015842,0.0015842,0.0015842
44,70.5764,0.74326,0.33958,0.91071,0.99917,1,0.995,0.74923,0.86964,0.40091,0.93254,0.0015743,0.0015743,0.0015743
45,72.0638,0.72418,0.34196,0.91293,0.99952,1,0.995,0.7954,0.7744,0.31931,0.8854,0.0015644,0.0015644,0.0015644
46,73.6624,0.73465,0.33748,0.91897,0.99973,1,0.995,0.79203,0.78661,0.30283,0.89319,0.0015545,0.0015545,0.0015545
47,75.1323,0.71898,0.32987,0.91351,0.99973,1,0.995,0.79649,0.78678,0.30708,0.88493,0.0015446,0.0015446,0.0015446
48,76.7435,0.7125,0.3274,0.9104,0.99945,1,0.995,0.78147,0.79521,0.36183,0.88959,0.0015347,0.0015347,0.0015347
49,78.217,0.72815,0.3301,0.90844,0.99908,0.94583,0.98001,0.76006,0.84335,0.44926,0.90508,0.0015248,0.0015248,0.0015248
50,79.7551,0.75364,0.35538,0.92036,0.92572,0.6125,0.69332,0.49574,1.25322,1.09564,1.15286,0.0015149,0.0015149,0.0015149
51,81.2438,0.70575,0.33088,0.90643,0.99806,0.8875,0.91647,0.70225,0.92646,2.00902,0.9775,0.001505,0.001505,0.001505
52,82.7747,0.71223,0.33085,0.89926,1,0.95832,0.972,0.73739,0.89376,1.60367,0.93307,0.0014951,0.0014951,0.0014951
53,84.2672,0.73818,0.33145,0.92092,0.95667,0.45996,0.50395,0.37474,1.57178,17.0747,1.45126,0.0014852,0.0014852,0.0014852
54,85.8306,0.73455,0.31964,0.92433,0.04446,0.00833,0.00213,0.00023,3.81358,inf,3.63362,0.0014753,0.0014753,0.0014753
55,87.3291,0.72448,0.32461,0.91626,0.77502,0.225,0.27363,0.18244,1.60278,3.69042,1.35876,0.0014654,0.0014654,0.0014654
56,88.8474,0.72735,0.33243,0.90568,0.99939,1,0.995,0.73775,0.95363,0.42822,0.93968,0.0014555,0.0014555,0.0014555
57,90.3271,0.69806,0.33513,0.89205,0.9958,0.98714,0.99455,0.71236,1.07125,0.45776,0.99561,0.0014456,0.0014456,0.0014456
58,91.8556,0.72093,0.33531,0.91589,0.99927,0.9875,0.99128,0.78416,0.81911,0.35223,0.89862,0.0014357,0.0014357,0.0014357
59,93.3311,0.69883,0.32252,0.90595,0.99452,0.99583,0.995,0.77556,0.83431,0.54729,0.90589,0.0014258,0.0014258,0.0014258
60,94.8654,0.71374,0.32242,0.89859,0.99836,1,0.995,0.78818,0.79703,0.5752,0.89055,0.0014159,0.0014159,0.0014159
61,96.3521,0.71502,0.3203,0.91422,0.99923,1,0.995,0.78938,0.79212,0.36252,0.88473,0.001406,0.001406,0.001406
62,97.8837,0.71676,0.31702,0.91296,0.99536,0.89396,0.92166,0.71661,0.90609,0.49199,0.93234,0.0013961,0.0013961,0.0013961
63,99.3549,0.71399,0.31658,0.90036,0.96936,0.88333,0.91549,0.70391,0.92115,0.48913,0.93922,0.0013862,0.0013862,0.0013862
64,100.887,0.68886,0.312,0.89349,1,0.90801,0.9498,0.73245,0.86841,0.87813,0.91092,0.0013763,0.0013763,0.0013763
65,102.377,0.68634,0.31254,0.89515,0.99831,0.90417,0.91353,0.73009,0.82224,0.7816,0.90268,0.0013664,0.0013664,0.0013664
66,103.913,0.71179,0.31345,0.89856,0.99084,0.9125,0.93992,0.72478,0.85647,0.40439,0.92567,0.0013565,0.0013565,0.0013565
67,105.494,0.70482,0.30762,0.89852,0.99971,1,0.995,0.79172,0.78021,0.2869,0.89227,0.0013466,0.0013466,0.0013466
68,107.143,0.68774,0.30898,0.90949,0.9997,1,0.995,0.78429,0.78178,0.29743,0.8935,0.0013367,0.0013367,0.0013367
69,108.63,0.69774,0.31257,0.90175,0.9996,1,0.995,0.76261,0.81678,0.29463,0.89926,0.0013268,0.0013268,0.0013268
70,110.18,0.69706,0.31041,0.89651,0.99971,1,0.995,0.78351,0.80732,0.28866,0.89673,0.0013169,0.0013169,0.0013169
71,111.629,0.69777,0.31318,0.90033,0.9997,1,0.995,0.78223,0.80909,0.30403,0.90128,0.001307,0.001307,0.001307
72,113.112,0.68134,0.30418,0.90184,0.99921,0.9875,0.99492,0.78723,0.88815,0.35116,0.91389,0.0012971,0.0012971,0.0012971
73,114.546,0.65656,0.30288,0.88663,0.9915,0.97177,0.99233,0.73807,0.96372,0.37165,0.94748,0.0012872,0.0012872,0.0012872
74,116.02,0.67638,0.30391,0.90036,0.99975,1,0.995,0.8181,0.78322,0.28904,0.88949,0.0012773,0.0012773,0.0012773
75,117.516,0.71557,0.31802,0.90606,0.99974,1,0.995,0.78293,0.81226,0.30279,0.91022,0.0012674,0.0012674,0.0012674
76,118.994,0.6815,0.30645,0.90587,0.99976,1,0.995,0.81062,0.79312,0.312,0.89359,0.0012575,0.0012575,0.0012575
77,120.422,0.67669,0.29791,0.88932,0.99975,1,0.995,0.79483,0.77856,0.26623,0.88969,0.0012476,0.0012476,0.0012476
78,121.91,0.67502,0.30032,0.902,0.99973,1,0.995,0.79812,0.78651,0.28546,0.89514,0.0012377,0.0012377,0.0012377
79,123.343,0.65474,0.29115,0.88887,0.99971,1,0.995,0.76653,0.82244,0.28667,0.91113,0.0012278,0.0012278,0.0012278
80,124.825,0.67855,0.30344,0.8966,0.99951,1,0.995,0.76805,0.80738,0.30694,0.90743,0.0012179,0.0012179,0.0012179
81,126.252,0.69516,0.30701,0.90189,0.99949,1,0.995,0.76696,0.78028,0.30096,0.89877,0.001208,0.001208,0.001208
82,127.73,0.68067,0.30354,0.9,0.99944,1,0.995,0.76893,0.79151,0.29563,0.89795,0.0011981,0.0011981,0.0011981
83,129.156,0.66726,0.30247,0.89314,0.9995,1,0.995,0.75759,0.93517,0.35397,0.95775,0.0011882,0.0011882,0.0011882
84,130.647,0.66547,0.30306,0.89919,0.99969,1,0.995,0.77947,0.79579,0.29857,0.89497,0.0011783,0.0011783,0.0011783
85,132.069,0.66601,0.29753,0.89802,0.99972,1,0.995,0.79685,0.77182,0.27267,0.89365,0.0011684,0.0011684,0.0011684
86,133.556,0.66808,0.29734,0.88954,0.99971,1,0.995,0.78874,0.76867,0.28025,0.89385,0.0011585,0.0011585,0.0011585
87,134.983,0.64927,0.28337,0.88405,0.99972,1,0.995,0.80451,0.75026,0.26459,0.8816,0.0011486,0.0011486,0.0011486
88,136.463,0.64215,0.28732,0.88674,0.99921,1,0.995,0.8061,0.75901,0.2779,0.88541,0.0011387,0.0011387,0.0011387
89,137.887,0.65787,0.29154,0.88561,0.99678,1,0.995,0.79454,0.79708,0.33416,0.89837,0.0011288,0.0011288,0.0011288
90,139.375,0.65793,0.29528,0.89173,0.99783,1,0.995,0.79283,0.78669,0.30674,0.89272,0.0011189,0.0011189,0.0011189
91,140.802,0.65568,0.30064,0.8859,0.99894,1,0.995,0.79435,0.76697,0.30227,0.88976,0.001109,0.001109,0.001109
92,142.281,0.64975,0.29311,0.88172,0.99959,1,0.995,0.78638,0.78526,0.30022,0.89947,0.0010991,0.0010991,0.0010991
93,143.713,0.66644,0.29792,0.89719,0.99964,1,0.995,0.79395,0.77843,0.29738,0.89179,0.0010892,0.0010892,0.0010892
94,145.205,0.64608,0.29084,0.88414,0.99971,1,0.995,0.79588,0.77681,0.28618,0.89061,0.0010793,0.0010793,0.0010793
95,146.636,0.64857,0.2857,0.88657,0.99973,1,0.995,0.81355,0.75598,0.26657,0.88083,0.0010694,0.0010694,0.0010694
96,148.12,0.65939,0.29274,0.88689,0.99976,1,0.995,0.81662,0.78111,0.28674,0.89627,0.0010595,0.0010595,0.0010595
97,149.55,0.6627,0.29905,0.88936,0.99975,1,0.995,0.82224,0.76801,0.26899,0.88418,0.0010496,0.0010496,0.0010496
98,151.111,0.64191,0.2856,0.89113,0.99975,1,0.995,0.82398,0.75906,0.27747,0.88325,0.0010397,0.0010397,0.0010397
99,152.616,0.61365,0.27747,0.87414,0.99967,1,0.995,0.80538,0.77415,0.26502,0.88709,0.0010298,0.0010298,0.0010298
100,154.099,0.62985,0.28166,0.88018,0.99965,1,0.995,0.80679,0.76452,0.27337,0.88469,0.0010199,0.0010199,0.0010199
101,155.518,0.62392,0.28032,0.87876,0.99952,1,0.995,0.80337,0.77874,0.28741,0.8873,0.00101,0.00101,0.00101
102,157.007,0.6337,0.27688,0.88057,0.99914,1,0.995,0.7684,0.92335,0.30604,0.92693,0.0010001,0.0010001,0.0010001
103,158.445,0.67497,0.28993,0.89254,0.99937,1,0.995,0.75993,0.92545,0.31516,0.93329,0.0009902,0.0009902,0.0009902
104,159.935,0.64432,0.29093,0.8919,0.99963,1,0.995,0.78783,0.84569,0.29791,0.91488,0.0009803,0.0009803,0.0009803
105,161.365,0.63268,0.28944,0.88327,0.99953,1,0.995,0.80783,0.78424,0.27883,0.89468,0.0009704,0.0009704,0.0009704
106,162.851,0.63081,0.2867,0.87669,0.99885,1,0.995,0.79709,0.80174,0.27782,0.89125,0.0009605,0.0009605,0.0009605
107,164.296,0.63518,0.28447,0.87491,0.99751,1,0.995,0.80509,0.77868,0.28201,0.89291,0.0009506,0.0009506,0.0009506
108,165.785,0.65205,0.28606,0.90356,0.99814,1,0.995,0.80795,0.78046,0.28081,0.88645,0.0009407,0.0009407,0.0009407
109,167.214,0.61461,0.28321,0.88244,0.99898,1,0.995,0.79973,0.78397,0.30833,0.88856,0.0009308,0.0009308,0.0009308
110,168.705,0.59443,0.26725,0.86196,0.99948,1,0.995,0.79083,0.79881,0.28356,0.90136,0.0009209,0.0009209,0.0009209
111,170.155,0.60817,0.2749,0.8793,0.9997,1,0.995,0.80337,0.8229,0.28725,0.90592,0.000911,0.000911,0.000911
112,171.668,0.61304,0.27226,0.87583,0.9997,1,0.995,0.80404,0.78147,0.28969,0.89175,0.0009011,0.0009011,0.0009011
113,173.105,0.60379,0.27308,0.86476,0.99974,1,0.995,0.80407,0.77422,0.27796,0.89005,0.0008912,0.0008912,0.0008912
114,174.595,0.61428,0.27368,0.87933,0.99973,1,0.995,0.81985,0.77658,0.27731,0.89431,0.0008813,0.0008813,0.0008813
115,176.02,0.62897,0.27752,0.8796,0.99974,1,0.995,0.79659,0.79994,0.27882,0.90345,0.0008714,0.0008714,0.0008714
116,177.517,0.62749,0.27927,0.88626,0.99975,1,0.995,0.82747,0.74852,0.26302,0.88122,0.0008615,0.0008615,0.0008615
117,179.04,0.59901,0.2673,0.87314,0.99975,1,0.995,0.82581,0.73583,0.25865,0.87877,0.0008516,0.0008516,0.0008516
118,180.524,0.59522,0.26338,0.87881,0.99974,1,0.995,0.80714,0.76611,0.2627,0.88649,0.0008417,0.0008417,0.0008417
119,181.938,0.59264,0.26721,0.86034,0.99974,1,0.995,0.80895,0.7907,0.26635,0.89644,0.0008318,0.0008318,0.0008318
120,183.431,0.62341,0.27402,0.88326,0.99973,1,0.995,0.82579,0.76414,0.2594,0.88776,0.0008219,0.0008219,0.0008219
121,184.849,0.62168,0.27313,0.88548,0.99975,1,0.995,0.81728,0.76969,0.26496,0.8864,0.000812,0.000812,0.000812
122,186.33,0.61907,0.27619,0.88379,0.99976,1,0.995,0.83843,0.74674,0.26494,0.8777,0.0008021,0.0008021,0.0008021
123,187.857,0.58639,0.26163,0.87198,0.99975,1,0.995,0.83736,0.74938,0.27202,0.8808,0.0007922,0.0007922,0.0007922
124,189.333,0.58313,0.26397,0.86978,0.99971,1,0.995,0.8078,0.79767,0.2719,0.90444,0.0007823,0.0007823,0.0007823
125,190.758,0.58925,0.26295,0.87058,0.9996,1,0.995,0.81012,0.77964,0.2616,0.89841,0.0007724,0.0007724,0.0007724
126,192.253,0.58964,0.26302,0.86684,0.99952,1,0.995,0.81436,0.7632,0.26223,0.89273,0.0007625,0.0007625,0.0007625
127,193.682,0.59308,0.26023,0.86727,0.99944,1,0.995,0.80652,0.78145,0.26589,0.89966,0.0007526,0.0007526,0.0007526
128,195.163,0.60585,0.26748,0.87336,0.9992,1,0.995,0.80103,0.76111,0.26056,0.8897,0.0007427,0.0007427,0.0007427
129,196.593,0.60076,0.26163,0.87403,0.99915,1,0.995,0.78962,0.77591,0.27814,0.89709,0.0007328,0.0007328,0.0007328
130,198.068,0.57094,0.25886,0.86958,0.99934,1,0.995,0.79019,0.77011,0.2792,0.89309,0.0007229,0.0007229,0.0007229
131,199.494,0.5719,0.25723,0.86,0.99949,1,0.995,0.79692,0.76185,0.26557,0.88985,0.000713,0.000713,0.000713
132,200.981,0.54709,0.24798,0.85312,0.99939,1,0.995,0.81298,0.7435,0.26533,0.87915,0.0007031,0.0007031,0.0007031
133,202.414,0.56948,0.25585,0.85877,0.99959,1,0.995,0.82365,0.74844,0.25611,0.88186,0.0006932,0.0006932,0.0006932
134,203.903,0.54661,0.25188,0.85368,0.99974,1,0.995,0.82545,0.75344,0.2475,0.88589,0.0006833,0.0006833,0.0006833
135,205.339,0.56615,0.25217,0.87459,0.99974,1,0.995,0.82059,0.76138,0.25281,0.88854,0.0006734,0.0006734,0.0006734
136,206.829,0.56133,0.24698,0.85913,0.99975,1,0.995,0.818,0.74784,0.26463,0.88368,0.0006635,0.0006635,0.0006635
137,208.256,0.57197,0.2546,0.86634,0.99975,1,0.995,0.821,0.72844,0.25815,0.87562,0.0006536,0.0006536,0.0006536
138,209.735,0.57239,0.25453,0.86526,0.99975,1,0.995,0.80364,0.75017,0.25589,0.88604,0.0006437,0.0006437,0.0006437
139,211.163,0.55607,0.25441,0.85527,0.99973,1,0.995,0.80413,0.76456,0.26317,0.89197,0.0006338,0.0006338,0.0006338
140,212.651,0.5535,0.24614,0.85951,0.99971,1,0.995,0.79582,0.7775,0.26732,0.89542,0.0006239,0.0006239,0.0006239
141,214.072,0.55725,0.24519,0.8648,0.99962,1,0.995,0.804,0.75461,0.26134,0.88524,0.000614,0.000614,0.000614
142,215.562,0.56581,0.25304,0.86844,0.99957,1,0.995,0.8069,0.75015,0.2624,0.88158,0.0006041,0.0006041,0.0006041
143,217.003,0.54207,0.24377,0.85989,0.9996,1,0.995,0.80317,0.75979,0.2668,0.88664,0.0005942,0.0005942,0.0005942
144,218.482,0.56166,0.24597,0.85432,0.99964,1,0.995,0.80921,0.74764,0.26633,0.87991,0.0005843,0.0005843,0.0005843
145,219.918,0.56572,0.24661,0.86446,0.99972,1,0.995,0.81639,0.74737,0.26187,0.8796,0.0005744,0.0005744,0.0005744
146,221.395,0.54723,0.24498,0.85465,0.99976,1,0.995,0.82281,0.75217,0.25786,0.88186,0.0005645,0.0005645,0.0005645
147,222.829,0.54019,0.24452,0.85825,0.99976,1,0.995,0.82403,0.75103,0.25166,0.88237,0.0005546,0.0005546,0.0005546
148,224.333,0.55765,0.24739,0.85674,0.99976,1,0.995,0.82307,0.74936,0.25527,0.88582,0.0005447,0.0005447,0.0005447
149,225.767,0.54191,0.24025,0.85964,0.99976,1,0.995,0.81285,0.76027,0.25653,0.89212,0.0005348,0.0005348,0.0005348
150,227.25,0.54595,0.23866,0.85869,0.99975,1,0.995,0.78873,0.79511,0.26117,0.91111,0.0005249,0.0005249,0.0005249
151,228.68,0.55348,0.24249,0.86276,0.99975,1,0.995,0.7895,0.80989,0.26279,0.91463,0.000515,0.000515,0.000515
152,230.169,0.5447,0.23861,0.85564,0.99976,1,0.995,0.81377,0.76289,0.26357,0.89352,0.0005051,0.0005051,0.0005051
153,231.589,0.53636,0.2403,0.84911,0.99975,1,0.995,0.82663,0.74827,0.2501,0.8874,0.0004952,0.0004952,0.0004952
154,233.074,0.54827,0.24046,0.86646,0.99975,1,0.995,0.82155,0.75874,0.24775,0.89086,0.0004853,0.0004853,0.0004853
155,234.497,0.53967,0.23886,0.85678,0.99975,1,0.995,0.82787,0.74729,0.24896,0.88546,0.0004754,0.0004754,0.0004754
156,235.986,0.52536,0.2344,0.85718,0.99976,1,0.995,0.82743,0.74279,0.25109,0.88538,0.0004655,0.0004655,0.0004655
157,237.405,0.53605,0.23713,0.8528,0.99975,1,0.995,0.82418,0.76223,0.24764,0.88975,0.0004556,0.0004556,0.0004556
158,238.884,0.53314,0.23944,0.84563,0.99975,1,0.995,0.83256,0.73611,0.24558,0.88284,0.0004457,0.0004457,0.0004457
159,240.316,0.53316,0.239,0.86234,0.99976,1,0.995,0.83639,0.7446,0.24909,0.88514,0.0004358,0.0004358,0.0004358
160,241.812,0.53357,0.23292,0.85278,0.99976,1,0.995,0.84063,0.7332,0.2453,0.87721,0.0004259,0.0004259,0.0004259
161,243.313,0.53866,0.23604,0.86471,0.99976,1,0.995,0.83846,0.73372,0.2412,0.87779,0.000416,0.000416,0.000416
162,244.798,0.52461,0.22996,0.85071,0.99976,1,0.995,0.83626,0.74483,0.24343,0.8837,0.0004061,0.0004061,0.0004061
163,246.224,0.5183,0.23079,0.85231,0.99976,1,0.995,0.83242,0.74987,0.24784,0.88596,0.0003962,0.0003962,0.0003962
164,247.707,0.52361,0.23067,0.84928,0.99975,1,0.995,0.82609,0.7561,0.24401,0.88918,0.0003863,0.0003863,0.0003863
165,249.134,0.52051,0.22674,0.84929,0.99976,1,0.995,0.83195,0.74439,0.24238,0.88266,0.0003764,0.0003764,0.0003764
166,250.629,0.54623,0.23734,0.87184,0.99976,1,0.995,0.83526,0.73435,0.24016,0.87693,0.0003665,0.0003665,0.0003665
167,252.054,0.52283,0.22512,0.85302,0.99976,1,0.995,0.83211,0.73897,0.24177,0.8795,0.0003566,0.0003566,0.0003566
168,253.53,0.50263,0.22725,0.84856,0.99975,1,0.995,0.82757,0.75723,0.24803,0.88597,0.0003467,0.0003467,0.0003467
169,254.954,0.50632,0.22383,0.85745,0.99975,1,0.995,0.8324,0.73843,0.245,0.87619,0.0003368,0.0003368,0.0003368
170,256.439,0.50672,0.22296,0.84578,0.99976,1,0.995,0.82639,0.75942,0.25274,0.88369,0.0003269,0.0003269,0.0003269
171,257.87,0.49324,0.22156,0.84607,0.99975,1,0.995,0.83586,0.74343,0.25146,0.87747,0.000317,0.000317,0.000317
172,259.352,0.5114,0.22659,0.84624,0.99975,1,0.995,0.83678,0.73312,0.2459,0.87439,0.0003071,0.0003071,0.0003071
173,260.788,0.51625,0.22744,0.85719,0.99975,1,0.995,0.83543,0.74183,0.24349,0.88032,0.0002972,0.0002972,0.0002972
174,262.267,0.51252,0.22526,0.85646,0.99975,1,0.995,0.83272,0.7388,0.24499,0.87958,0.0002873,0.0002873,0.0002873
175,263.691,0.50562,0.22206,0.8484,0.99974,1,0.995,0.83448,0.73508,0.2446,0.87781,0.0002774,0.0002774,0.0002774
176,265.17,0.50167,0.22285,0.84447,0.99974,1,0.995,0.82759,0.74927,0.24873,0.88543,0.0002675,0.0002675,0.0002675
177,266.604,0.5053,0.21742,0.85133,0.99975,1,0.995,0.82599,0.75649,0.24663,0.8899,0.0002576,0.0002576,0.0002576
178,268.084,0.49069,0.2199,0.84865,0.99975,1,0.995,0.83016,0.73857,0.24239,0.88035,0.0002477,0.0002477,0.0002477
179,269.515,0.48784,0.21638,0.84375,0.99976,1,0.995,0.83263,0.73558,0.24142,0.87886,0.0002378,0.0002378,0.0002378
180,271.005,0.4835,0.21648,0.84038,0.99976,1,0.995,0.83425,0.74314,0.24231,0.88251,0.0002279,0.0002279,0.0002279
181,272.434,0.50764,0.22119,0.84811,0.99976,1,0.995,0.83617,0.73692,0.2423,0.87917,0.000218,0.000218,0.000218
182,273.912,0.4948,0.21868,0.83838,0.99976,1,0.995,0.83878,0.72764,0.23993,0.87552,0.0002081,0.0002081,0.0002081
183,275.34,0.4876,0.21364,0.83966,0.99975,1,0.995,0.84045,0.72484,0.23928,0.87509,0.0001982,0.0001982,0.0001982
184,276.818,0.48134,0.21508,0.84424,0.99975,1,0.995,0.83797,0.73597,0.23928,0.8778,0.0001883,0.0001883,0.0001883
185,278.247,0.47967,0.21146,0.84258,0.99975,1,0.995,0.83756,0.73111,0.23876,0.87647,0.0001784,0.0001784,0.0001784
186,279.741,0.48268,0.21249,0.84183,0.99975,1,0.995,0.83788,0.73201,0.24003,0.87688,0.0001685,0.0001685,0.0001685
187,281.162,0.46771,0.20775,0.83771,0.99976,1,0.995,0.83749,0.73857,0.24017,0.87944,0.0001586,0.0001586,0.0001586
188,282.638,0.4641,0.20596,0.84679,0.99976,1,0.995,0.83712,0.72686,0.23709,0.87702,0.0001487,0.0001487,0.0001487
189,284.058,0.47542,0.20915,0.83335,0.99976,1,0.995,0.83782,0.71803,0.23619,0.87473,0.0001388,0.0001388,0.0001388
190,285.554,0.46457,0.205,0.83204,0.99976,1,0.995,0.83713,0.72314,0.23773,0.87489,0.0001289,0.0001289,0.0001289
191,287.791,0.48832,0.20679,0.83634,0.99976,1,0.995,0.83709,0.72134,0.23726,0.87446,0.000119,0.000119,0.000119
192,289.278,0.46923,0.20088,0.83275,0.99975,1,0.995,0.83889,0.72481,0.23629,0.87628,0.0001091,0.0001091,0.0001091
193,290.716,0.47849,0.20546,0.83865,0.99975,1,0.995,0.83627,0.72907,0.23664,0.87711,9.92e-05,9.92e-05,9.92e-05
194,292.202,0.44913,0.19126,0.83051,0.99975,1,0.995,0.82974,0.73293,0.23755,0.87824,8.93e-05,8.93e-05,8.93e-05
