epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,6.16279,0.96603,1.00707,0.88523,0.02,1,0.04803,0.02205,0.90742,3.25182,0.88209,0.000251904,0.000251904,0.000251904
26,6.32888,1.07044,0.97828,0.84218,0.02,1,0.04685,0.02208,1.03477,3.2402,0.90259,0.0002525,0.0002525,0.0002525
27,6.47916,1.07045,1.0277,0.88786,0.02,1,0.04751,0.02386,1.01446,3.22149,0.898,0.000252304,0.000252304,0.000252304
28,6.64873,1.09875,0.91155,0.88378,0.02,1,0.04738,0.02319,0.93434,3.20026,0.88181,0.000251316,0.000251316,0.000251316
29,6.80366,0.98446,0.86236,0.90343,0.02,1,0.04682,0.02381,0.8847,3.19696,0.86917,0.000249536,0.000249536,0.000249536
30,6.95761,0.98186,0.88027,0.8641,0.02,1,0.04563,0.02562,0.84508,3.19606,0.86091,0.000246964,0.000246964,0.000246964
31,7.14741,1.01128,0.90575,0.90158,0.02,1,0.04444,0.02645,0.84518,3.18549,0.85373,0.0002436,0.0002436,0.0002436
32,7.29838,0.99032,0.84288,0.82876,0.02,1,0.04274,0.0252,0.87027,3.17712,0.85796,0.000239444,0.000239444,0.000239444
33,7.47098,0.93639,0.81469,0.87944,0.02,1,0.04089,0.02356,0.87476,3.16501,0.86086,0.000234496,0.000234496,0.000234496
34,7.62196,0.87892,0.84236,0.84946,0.02,1,0.04043,0.02185,0.90741,3.14295,0.86892,0.000228756,0.000228756,0.000228756
35,7.78364,0.92875,0.81231,0.81894,0.02,1,0.03998,0.02123,1.0081,3.12534,0.89008,0.000222224,0.000222224,0.000222224
36,7.93044,0.97536,0.82649,0.82991,0.02,1,0.03936,0.02032,1.01848,3.10599,0.88921,0.0002149,0.0002149,0.0002149
37,8.08063,0.95814,0.79192,0.83381,0.02,1,0.03893,0.02226,0.90958,3.07054,0.86427,0.000206784,0.000206784,0.000206784
38,8.34721,0.86544,0.77634,0.83827,0.02,1,0.03815,0.02476,0.83115,3.03134,0.84802,0.000197876,0.000197876,0.000197876
39,8.49891,0.84804,0.7411,0.82997,0.02,1,0.03771,0.02597,0.82729,3.01536,0.84588,0.000188176,0.000188176,0.000188176
40,8.66551,0.88729,0.74077,0.83197,0.02,1,0.0372,0.02661,0.81179,2.98871,0.84272,0.000177684,0.000177684,0.000177684
41,9.87679,0.88862,0.81029,0.8231,0.02,1,0.03655,0.02587,0.80215,2.97715,0.84105,0.0001664,0.0001664,0.0001664
42,10.0504,0.77085,0.75958,0.80413,0.02,1,0.03491,0.02529,0.83346,2.9921,0.84862,0.000154324,0.000154324,0.000154324
43,10.2266,0.78304,0.70497,0.82447,0.02,1,0.03448,0.02517,0.83272,2.99718,0.84828,0.000141456,0.000141456,0.000141456
44,10.4,0.76256,0.74425,0.83474,0.02,1,0.03367,0.02455,0.83807,2.99374,0.8466,0.000127796,0.000127796,0.000127796
45,10.5607,0.79515,0.73635,0.80664,0.02,1,0.03317,0.02406,0.80146,2.98135,0.83814,0.000113344,0.000113344,0.000113344
46,10.7225,0.81431,0.77553,0.808,0.02,1,0.03253,0.02367,0.77365,2.95711,0.83387,9.81e-05,9.81e-05,9.81e-05
47,10.9275,0.74406,0.73035,0.85831,0.02,1,0.03139,0.02263,0.77624,2.94034,0.8325,8.2064e-05,8.2064e-05,8.2064e-05
48,11.0847,0.73947,0.69797,0.84037,0.02,1,0.03083,0.02256,0.79295,2.91833,0.83625,6.5236e-05,6.5236e-05,6.5236e-05
49,11.2496,0.72228,0.68232,0.81053,0.02,1,0.03073,0.02246,0.81397,2.89942,0.83925,4.7616e-05,4.7616e-05,4.7616e-05
50,11.4505,0.71635,0.65981,0.84881,0.02,1,0.03237,0.02377,0.82139,2.87781,0.84139,2.9204e-05,2.9204e-05,2.9204e-05
